duration,HSP ID,help,Gender,Gender_Other,Age,Culture,Culture_Other,First_Lanuage,First_Lanuage_O,First_Lanuage_2,English_Years,English_Fluent,Nationality,Years_Canada,Old_Move_Canada,Religion,Religion_Other,Handedness,Political,Year_School,Sex_Orientation,Sex_Orient_Othr,UBC_Faculty,Faculty_Other,Major,Country_Born,country_born_2,Mom education,Dad education,Family.income,Attn,Attnother,BIological.sex,age.30,age.28,Kim.1,Kim.2,Kim.3,Kim.4,Kim.5,Kim.6,Kim.7,Kim.8,Kim.9,Kim.10,Kim.11,Kim.12,Kim.13,Kim.14,Kim.15,Kim.16,Kim.17,Kim.18,Kim.19,Kim.20,Kim.21
15,60430914,Yes,Woman,[Decline to Answer],19,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Punjabi,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Sikh,[Decline to Answer],Mostly right handed,[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Canada,[Decline to Answer],Less than high school,High school graduate,"$35,001 - $50,000",Other (Please specify below),Decision Making,Female,No,Yes,4 Neither agree nor disagree,5 Slightly agree,6 Agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,3 Slightly disagree,6 Agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree
13,63400116,Yes,Man,[Decline to Answer],19,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Chinese,[Decline to Answer],[Decline to Answer],Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Computer Science,Canada,[Decline to Answer],Some college,Some college,[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
30,55350418,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Tamil,[Decline to Answer],7. Completely fluent,Indian,7,11,Hindu,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Science,[Decline to Answer],[Decline to Answer],India,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,2 Disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,7 Strongly agree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree
15,93361025,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],7,7. Completely fluent,China,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],China,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$50,001 - $75,000",Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,2 Disagree,2 Disagree,2 Disagree,4 Neither agree nor disagree,6 Agree,4 Neither agree nor disagree,2 Disagree,2 Disagree,1 Strongly disagree,2 Disagree,7 Strongly agree,7 Strongly agree
27,57470427,Yes,Man,[Decline to Answer],18,Other,West Asian,Other,Russian,[Decline to Answer],15,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Agnostic,[Decline to Answer],Ambidextrious,Slightly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],At this moment I am thinking of majoring in Speech Sciences,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$75,001 - $100,000",Other (Please specify below),Decision Making,Male,Yes,Yes,5 Slightly agree,2 Disagree,5 Slightly agree,5 Slightly agree,2 Disagree,5 Slightly agree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,3 Slightly disagree,5 Slightly agree,2 Disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,2 Disagree,3 Slightly disagree,5 Slightly agree,6 Agree,7 Strongly agree
17,72740528,Yes,Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Tagalog,[Decline to Answer],7. Completely fluent,Filipino and Canadian,6,12,Christian,[Decline to Answer],Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Other,Philippines,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],[Decline to Answer],[Decline to Answer],Female,Yes,Yes,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,2 Disagree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],6 Agree,[Decline to Answer]
18,90180505,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Cantonese,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Atheist,[Decline to Answer],Mostly right handed,Moderately liberal,1st,[Decline to Answer],Undecided,Faculty of Arts,[Decline to Answer],Undecided,Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,6 Agree,4 Neither agree nor disagree,6 Agree,3 Slightly disagree,2 Disagree,6 Agree,1 Strongly disagree,5 Slightly agree,2 Disagree,3 Slightly disagree,2 Disagree,1 Strongly disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,2 Disagree,4 Neither agree nor disagree,6 Agree,2 Disagree
24,19520516,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Mandarin,[Decline to Answer],5,"USA, Taiwan",[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],United States of America,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$50,001 - $75,000",[Decline to Answer],[Decline to Answer],Female,Yes,Yes,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
14,54440813,Yes,Woman,[Decline to Answer],21,South East Asian,[Decline to Answer],Both English and another language,[Decline to Answer],mandarin,[Decline to Answer],7. Completely fluent,singaporean,2,18,[Decline to Answer],[Decline to Answer],Mostly right handed,Moderately liberal,3rd,Bisexual (equally Heterosexual/straight and Gay/lesbian),[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychoogy,Other,Singapore,"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),[Decline to Answer],Predictions of your friends' behavior,[Decline to Answer],Female,Yes,Yes,2 Disagree,2 Disagree,4 Neither agree nor disagree,3 Slightly disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree
21,34380301,Yes,Woman,[Decline to Answer],18,South Asian,[Decline to Answer],Both English and another language,[Decline to Answer],Gujarati,[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Hindu,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight mostly,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],"$75,001 - $100,000",Other (Please specify below),Decision Making :),Female,Yes,Yes,4 Neither agree nor disagree,2 Disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,6 Agree,5 Slightly agree,6 Agree,7 Strongly agree
13,13310618,Yes,Woman,[Decline to Answer],18,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,19,Not applicable--I was born in Canada,Nonreligious,[Decline to Answer],Mostly right handed,Moderately liberal,1st,Heterosexual/straight somewhat more,[Decline to Answer],Faculty of Arts,[Decline to Answer],Psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",4 year degree (e.g.Bachelor's degree),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,1 Strongly disagree,6 Agree,6 Agree,5 Slightly agree,1 Strongly disagree,1 Strongly disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,6 Agree,5 Slightly agree,6 Agree,6 Agree
14,68070628,Yes,Woman,[Decline to Answer],20,European,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,canadian,20+,Not applicable--I was born in Canada,Jewish,[Decline to Answer],Mostly right handed,Neutral/moderate,3rd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],psychology,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$50,001 - $75,000",Other (Please specify below),decision making,Female,Yes,Yes,2 Disagree,2 Disagree,4 Neither agree nor disagree,1 Strongly disagree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,6 Agree,1 Strongly disagree,2 Disagree,1 Strongly disagree,1 Strongly disagree,2 Disagree,2 Disagree,3 Slightly disagree,5 Slightly agree,2 Disagree,5 Slightly agree,3 Slightly disagree,5 Slightly agree,2 Disagree
43,77650224,Yes,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],11,7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],[Decline to Answer],[Decline to Answer],2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Science,[Decline to Answer],Integrated Sciences,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,5 Slightly agree,7 Strongly agree,5 Slightly agree,7 Strongly agree,7 Strongly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree,5 Slightly agree,5 Slightly agree
12,27010609,I don't know,Man,[Decline to Answer],19,East Asian,[Decline to Answer],Mandarin,[Decline to Answer],[Decline to Answer],18,7. Completely fluent,Canadian,18,1,Buddhist,[Decline to Answer],Mostly right handed,Neutral/moderate,2nd,Heterosexual/straight only,[Decline to Answer],"Faculty of Arts, Vancouver School of Economics",[Decline to Answer],Bachelor of International Economics,China,[Decline to Answer],Some college,4 year degree (e.g.Bachelor's degree),[Decline to Answer],Other (Please specify below),Decision Making,Male,Yes,Yes,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree
14,26091119,Yes,Woman,[Decline to Answer],17 turning 18 this year,Other,mixed,English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,[Decline to Answer],Catholic- close to Christianity,Mostly right handed,[Decline to Answer],1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],political science,Canada,[Decline to Answer],High school graduate,[Decline to Answer],"$35,001 - $50,000",Other (Please specify below),decision making,Female,[Decline to Answer],[Decline to Answer],1 Strongly disagree,2 Disagree,2 Disagree,2 Disagree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,4 Neither agree nor disagree,6 Agree,6 Agree,6 Agree,6 Agree
10,80160715,Yes,Woman,Woman,18,South Asian,South Asian,Both English and another language,Both English and Hindi,Hindi,English is my first language,7. Completely fluent,Indian,[Decline to Answer],[Decline to Answer],Hindu,Hindu,Mostly right handed,Slightly liberal,1st,Heterosexual/straight only,Heterosexual,Faculty of Arts,Arts,Economics hopefully,India,India,"Professional or Graduate Degree (e.g., PhD, MD)",Professional or Graduate Degree (e.g. PhD MD),"$100,001 - $150,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,5 Slightly agree,4 Neither agree nor disagree,4 Neither agree nor disagree,5 Slightly agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree,6 Agree
26,89380408,[Decline to Answer],Woman,[Decline to Answer],18,South East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Neutral/moderate,1st,Heterosexual/straight only,[Decline to Answer],"Faculty of Arts, Vancouver School of Economics",[Decline to Answer],International Economics,Canada,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],Predictions of your own behavior,[Decline to Answer],Female,Yes,Yes,4 Neither agree nor disagree,6 Agree,[Decline to Answer],[Decline to Answer],6 Agree,[Decline to Answer],[Decline to Answer],[Decline to Answer],[Decline to Answer],6 Agree,[Decline to Answer],[Decline to Answer],[Decline to Answer],7 Strongly agree,[Decline to Answer],7 Strongly agree,[Decline to Answer],[Decline to Answer],[Decline to Answer],7 Strongly agree,[Decline to Answer]
11,40431229,Yes,Woman,[Decline to Answer],18,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],[Decline to Answer],Christian,[Decline to Answer],Mostly left handed,Moderately liberal,1st,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],[Decline to Answer],Hong Kong,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),[Decline to Answer],Other (Please specify below),Decision Making,Female,Yes,Yes,6 Agree,5 Slightly agree,6 Agree,3 Slightly disagree,6 Agree,5 Slightly agree,2 Disagree,6 Agree,2 Disagree,5 Slightly agree,2 Disagree,1 Strongly disagree,5 Slightly agree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,5 Slightly agree,5 Slightly agree,6 Agree,5 Slightly agree
13,34430706,I don't know,Woman,[Decline to Answer],19,East Asian,[Decline to Answer],English,[Decline to Answer],[Decline to Answer],[Decline to Answer],7. Completely fluent,Canadian,[Decline to Answer],Not applicable--I was born in Canada,Christian,[Decline to Answer],Mostly right handed,Moderately liberal,2nd,Heterosexual/straight only,[Decline to Answer],Faculty of Arts,[Decline to Answer],Political Science,Canada,[Decline to Answer],"4 year (e.g., Bachelor's degree)",Professional or Graduate Degree (e.g. PhD MD),"$75,001 - $100,000",Other (Please specify below),Decision Making,Female,Yes,Yes,5 Slightly agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,6 Agree,6 Agree,5 Slightly agree,6 Agree,4 Neither agree nor disagree,4 Neither agree nor disagree,3 Slightly disagree,2 Disagree,3 Slightly disagree,3 Slightly disagree,5 Slightly agree,5 Slightly agree,4 Neither agree nor disagree,3 Slightly disagree,4 Neither agree nor disagree,5 Slightly agree,5 Slightly agree
